Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2008,1,1,2,12:54:00,12:30:00,,13:52:00,NW,1276,N369NW,,82.0,,,24.0,MSP,MDW,349,,21.0,0,,1,,,,,
2008,1,28,1,19:30:00,19:37:00,,21:12:00,NW,1295,N334NW,,155.0,,,-7.0,MEM,DEN,872,,16.0,0,,1,,,,,
2008,1,29,2,16:10:00,16:18:00,,17:50:00,NW,1421,N1332U,,92.0,,,-8.0,VPS,MEM,369,,15.0,0,,1,,,,,
2008,1,6,7,20:18:00,19:45:00,,21:03:00,NW,1422,N8925E,,78.0,,,33.0,MEM,VPS,369,,16.0,0,,1,,,,,
2008,1,20,7,11:45:00,11:33:00,,13:00:00,NW,1435,N339NW,,147.0,,,12.0,MSP,BZN,874,,21.0,0,,1,,,,,
2008,1,31,4,12:11:00,12:16:00,,12:30:00,NW,1451,N611NA,,74.0,,,-5.0,DTW,MDW,229,,20.0,0,,1,,,,,
2008,1,19,6,06:54:00,07:00:00,,09:46:00,NW,1546,N1309T,,166.0,,,-6.0,FNT,MCO,1011,,14.0,0,,1,,,,,
2008,1,17,4,09:29:00,09:06:00,,09:25:00,NW,1557,N8945E,,79.0,,,23.0,DTW,MDW,229,,34.0,0,,1,,,,,
2008,1,31,4,09:14:00,09:06:00,,09:25:00,NW,1557,N610NW,,79.0,,,8.0,DTW,MDW,229,,19.0,0,,1,,,,,
2008,1,16,3,10:33:00,10:34:00,,13:14:00,NW,1602,N362NW,,160.0,,,-1.0,DTW,SRQ,1023,,16.0,0,,1,,,,,
2008,1,16,3,10:32:00,10:00:00,,14:06:00,NW,1606,N345NW,,306.0,,,32.0,SJU,DTW,1929,,48.0,0,,1,,,,,
2008,1,6,7,11:56:00,11:25:00,,12:55:00,NW,1638,N517US,,150.0,,,31.0,MSP,EGE,788,,19.0,0,,1,,,,,
2008,1,5,6,13:55:00,14:00:00,,17:18:00,NW,1639,N548US,,138.0,,,-5.0,EGE,MSP,788,,23.0,0,,1,,,,,
2008,1,21,1,14:46:00,14:00:00,,17:09:00,NW,1639,N509US,,129.0,,,46.0,EGE,MSP,788,,67.0,0,,1,,,,,
2008,1,2,3,17:15:00,17:15:00,,20:39:00,NW,1732,N984US,,144.0,,,0.0,MSP,IAD,908,,11.0,0,,1,,,,,
2008,1,10,4,13:59:00,13:57:00,,14:36:00,NW,1743,N348NB,,99.0,,,2.0,DTW,BNA,457,,13.0,0,,1,,,,,
2008,1,27,7,11:29:00,09:15:00,,10:51:00,NW,1758,N362NW,,216.0,,,134.0,MSP,PSP,1454,,47.0,0,,1,,,,,
2008,1,30,3,06:45:00,06:49:00,,08:35:00,NW,1764,N774NC,,106.0,,,-4.0,DTW,PHL,453,,40.0,0,,1,,,,,
2008,1,1,2,07:19:00,07:23:00,,09:23:00,NW,1775,N786NC,,120.0,,,-4.0,PHL,DTW,453,,17.0,0,,1,,,,,
2008,1,1,2,20:55:00,19:45:00,,21:34:00,OH,5298,N708CA,,109.0,,,70.0,CVG,ALB,623,,21.0,0,,1,,,,,
2008,1,1,2,14:10:00,14:15:00,,16:55:00,OH,5300,N929CA,,160.0,,,-5.0,MLB,LGA,955,,9.0,0,,1,,,,,
2008,1,1,2,15:35:00,15:05:00,,18:18:00,OH,5607,N814CA,,193.0,,,30.0,BOS,JAX,1011,,28.0,0,,1,,,,,
2008,1,31,4,07:45:00,07:15:00,,09:41:00,9E,2001,91469E,,,,,30.0,ATL,AUS,813,,15.0,0,,1,,,,,
2008,1,10,4,19:20:00,18:30:00,,21:02:00,9E,2004,91539E,,,,,50.0,IAH,MEM,469,,20.0,0,,1,,,,,
2008,1,7,1,11:30:00,11:15:00,,00:00:00,9E,2807,89309E,,,,,15.0,MSP,CID,221,,15.0,0,,1,,,,,
2008,1,5,6,09:16:00,08:05:00,,00:00:00,9E,2825,80239E,,,,,71.0,IDA,MSP,939,,12.0,0,,1,,,,,
2008,1,17,4,19:47:00,19:10:00,,00:00:00,9E,2860,89869E,,,,,37.0,MSP,TVC,375,,32.0,0,,1,,,,,
2008,1,14,1,09:27:00,09:21:00,,00:00:00,9E,2874,87459E,,,,,6.0,DTW,TVC,207,,72.0,0,,1,,,,,
2008,1,16,3,21:20:00,21:23:00,,00:00:00,9E,2930,84449E,,,,,-3.0,DTW,AVP,398,,22.0,0,,1,,,,,
2008,1,7,1,10:18:00,09:09:00,,00:00:00,9E,2931,89729E,,,,,69.0,DTW,MSN,312,,21.0,0,,1,,,,,
2008,1,1,2,08:00:00,08:00:00,,00:00:00,9E,2951,89289E,,,,,0.0,TVC,DTW,207,,28.0,0,,1,,,,,
2008,1,6,7,16:48:00,16:50:00,,00:00:00,9E,2956,87759E,,,,,-2.0,DTW,CID,431,,10.0,0,,1,,,,,
2008,1,7,1,15:51:00,15:38:00,,00:00:00,9E,2956,86949E,,,,,13.0,DTW,CID,431,,23.0,0,,1,,,,,
2008,1,1,2,06:22:00,06:20:00,,00:00:00,9E,2959,84929E,,,,,2.0,CID,DTW,431,,33.0,0,,1,,,,,
2008,1,13,7,22:21:00,21:18:00,,00:00:00,9E,2973,84329E,,,,,63.0,DTW,AVL,470,,28.0,0,,1,,,,,
2008,1,16,3,17:05:00,17:10:00,,00:00:00,9E,2981,88399E,,,,,-5.0,JAN,DTW,777,,10.0,0,,1,,,,,
2008,1,14,1,16:00:00,15:08:00,,00:00:00,9E,2982,80359E,,,,,52.0,DTW,BGM,378,,25.0,0,,1,,,,,
2008,1,5,6,08:50:00,08:51:00,,00:00:00,9E,2990,89719E,,,,,-1.0,DTW,RST,477,,15.0,0,,1,,,,,
2008,1,6,7,08:57:00,08:51:00,,00:00:00,9E,2990,89729E,,,,,6.0,DTW,RST,477,,29.0,0,,1,,,,,
2008,1,7,1,19:39:00,19:40:00,,00:00:00,9E,2994,89189E,,,,,-1.0,DTW,OKC,900,,17.0,0,,1,,,,,
2008,1,1,2,07:33:00,06:00:00,,00:00:00,9E,3723,89139E,,,,,93.0,GSP,DTW,508,,15.0,0,,1,,,,,
2008,1,22,2,14:07:00,12:50:00,,00:00:00,9E,3724,84329E,,,,,77.0,GSP,DTW,508,,35.0,0,,1,,,,,
2008,1,1,2,07:11:00,07:15:00,,00:00:00,9E,3729,85329E,,,,,-4.0,CAE,DTW,583,,21.0,0,,1,,,,,
2008,1,2,3,23:43:00,21:17:00,,00:00:00,9E,3739,88969E,,,,,146.0,DTW,BTV,536,,24.0,0,,1,,,,,
2008,1,1,2,05:55:00,06:00:00,,00:00:00,9E,3742,84239E,,,,,-5.0,BTV,DTW,536,,52.0,0,,1,,,,,
2008,1,24,4,06:03:00,06:00:00,,00:00:00,9E,3753,80139E,,,,,3.0,FNT,LGA,530,,31.0,0,,1,,,,,
2008,1,30,3,11:26:00,10:13:00,,00:00:00,9E,3756,88369E,,,,,73.0,DTW,BUF,240,,29.0,0,,1,,,,,
2008,1,1,2,07:09:00,07:10:00,,00:00:00,9E,3768,80359E,,,,,-1.0,SAV,DTW,706,,22.0,0,,1,,,,,
2008,1,6,7,06:32:00,06:35:00,,00:00:00,9E,4742,80329E,,,,,-3.0,ROC,MSP,783,,14.0,0,,1,,,,,
2008,1,31,4,21:25:00,21:10:00,,00:00:00,9E,4748,85259E,,,,,15.0,MSP,HLN,913,,50.0,0,,1,,,,,
2008,1,6,7,08:31:00,08:20:00,,00:00:00,9E,4749,80279E,,,,,11.0,HLN,MSP,913,,18.0,0,,1,,,,,
2008,1,28,1,10:15:00,08:05:00,,00:00:00,9E,4749,85069E,,,,,130.0,HLN,MSP,913,,30.0,0,,1,,,,,
2008,1,17,4,21:04:00,21:05:00,,00:00:00,9E,4757,85779E,,,,,-1.0,MSP,AZO,426,,10.0,0,,1,,,,,
2008,1,23,3,21:04:00,21:05:00,,00:00:00,9E,4757,87109E,,,,,-1.0,MSP,AZO,426,,10.0,0,,1,,,,,
2008,1,17,4,12:09:00,10:10:00,,00:00:00,9E,4759,89719E,,,,,119.0,RDU,IND,489,,11.0,0,,1,,,,,
2008,1,1,2,21:20:00,19:55:00,,00:00:00,9E,4769,89809E,,,,,85.0,IND,BDL,728,,32.0,0,,1,,,,,
2008,1,7,1,21:27:00,21:30:00,,00:00:00,9E,5616,85329E,,,,,-3.0,MSP,XNA,596,,32.0,0,,1,,,,,
2008,1,26,6,21:27:00,21:30:00,,00:00:00,9E,5616,86599E,,,,,-3.0,MSP,XNA,596,,34.0,0,,1,,,,,
2008,1,15,2,17:07:00,17:00:00,,00:00:00,9E,5620,88779E,,,,,7.0,ALB,MSP,979,,36.0,0,,1,,,,,
2008,1,16,3,09:15:00,09:10:00,,00:00:00,9E,5658,85809E,,,,,5.0,MSP,GFK,284,,46.0,0,,1,,,,,
2008,1,28,1,09:08:00,09:10:00,,00:00:00,9E,5658,89829E,,,,,-2.0,MSP,GFK,284,,23.0,0,,1,,,,,
2008,1,7,1,17:02:00,17:05:00,,00:00:00,9E,5674,86989E,,,,,-3.0,MSP,DSM,232,,20.0,0,,1,,,,,
2008,1,29,2,11:45:00,11:50:00,,00:00:00,9E,5704,89089E,,,,,-5.0,PIT,MEM,652,,16.0,0,,1,,,,,
2008,1,29,2,11:23:00,11:25:00,,00:00:00,9E,5705,89809E,,,,,-2.0,PNS,MEM,355,,12.0,0,,1,,,,,
2008,1,27,7,07:25:00,07:30:00,,00:00:00,9E,5707,87909E,,,,,-5.0,CMH,MEM,518,,11.0,0,,1,,,,,
2008,1,27,7,07:10:00,07:15:00,,00:00:00,9E,5717,85259E,,,,,-5.0,RDU,MEM,634,,19.0,0,,1,,,,,
2008,1,8,2,12:55:00,12:30:00,,00:00:00,9E,5720,85439E,,,,,25.0,XNA,MEM,258,,17.0,0,,1,,,,,
2008,1,31,4,20:21:00,19:30:00,,00:00:00,9E,5722,89289E,,,,,51.0,MEM,PNS,355,,22.0,0,,1,,,,,
2008,1,27,7,07:35:00,07:40:00,,00:00:00,9E,5730,86749E,,,,,-5.0,CHA,MEM,271,,22.0,0,,1,,,,,
2008,1,27,7,06:20:00,06:25:00,,00:00:00,9E,5734,87219E,,,,,-5.0,SHV,MEM,285,,16.0,0,,1,,,,,
2008,1,29,2,11:26:00,11:30:00,,00:00:00,9E,5737,84589E,,,,,-4.0,JAN,MEM,189,,9.0,0,,1,,,,,
2008,1,27,7,06:00:00,06:05:00,,00:00:00,9E,5743,86739E,,,,,-5.0,AUS,MEM,559,,17.0,0,,1,,,,,
2008,1,29,2,16:50:00,16:10:00,,00:00:00,9E,5747,87189E,,,,,40.0,AUS,MEM,559,,12.0,0,,1,,,,,
2008,1,10,4,06:57:00,07:00:00,,00:00:00,9E,5749,84779E,,,,,-3.0,CHS,MEM,589,,13.0,0,,1,,,,,
2008,1,27,7,06:55:00,07:00:00,,00:00:00,9E,5749,84449E,,,,,-5.0,CHS,MEM,589,,15.0,0,,1,,,,,
2008,1,27,7,06:28:00,06:30:00,,00:00:00,9E,5758,85329E,,,,,-2.0,TUL,MEM,342,,20.0,0,,1,,,,,
2008,1,23,3,19:35:00,19:35:00,,00:00:00,9E,5769,84129E,,,,,0.0,MEM,GSP,441,,28.0,0,,1,,,,,
2008,1,29,2,17:31:00,17:15:00,,00:00:00,9E,5770,86729E,,,,,16.0,GSP,MEM,441,,11.0,0,,1,,,,,
2008,1,10,4,07:20:00,07:05:00,,00:00:00,9E,5772,89289E,,,,,15.0,GSP,MEM,441,,9.0,0,,1,,,,,
2008,1,27,7,07:02:00,07:05:00,,00:00:00,9E,5772,87589E,,,,,-3.0,GSP,MEM,441,,13.0,0,,1,,,,,
2008,1,29,2,11:22:00,11:25:00,,00:00:00,9E,5777,89079E,,,,,-3.0,PFN,MEM,417,,11.0,0,,1,,,,,
2008,1,27,7,06:25:00,06:30:00,,00:00:00,9E,5781,87519E,,,,,-5.0,OKC,MEM,432,,25.0,0,,1,,,,,
2008,1,29,2,17:03:00,15:55:00,,00:00:00,9E,5785,89729E,,,,,68.0,OKC,MEM,432,,11.0,0,,1,,,,,
2008,1,27,7,07:05:00,07:10:00,,00:00:00,9E,5786,89689E,,,,,-5.0,CLE,MEM,622,,28.0,0,,1,,,,,
2008,1,31,4,16:54:00,16:25:00,,00:00:00,9E,5787,88969E,,,,,29.0,GPT,MEM,324,,12.0,0,,1,,,,,
2008,1,27,7,06:26:00,06:30:00,,00:00:00,9E,5794,89219E,,,,,-4.0,GPT,MEM,324,,16.0,0,,1,,,,,
2008,1,29,2,11:10:00,11:05:00,,00:00:00,9E,5795,88399E,,,,,5.0,DSM,MEM,490,,35.0,0,,1,,,,,
2008,1,10,4,07:07:00,07:05:00,,00:00:00,9E,5797,80259E,,,,,2.0,DSM,MEM,490,,21.0,0,,1,,,,,
2008,1,27,7,07:04:00,07:05:00,,00:00:00,9E,5797,89809E,,,,,-1.0,DSM,MEM,490,,22.0,0,,1,,,,,
2008,1,5,6,20:29:00,19:00:00,,00:00:00,9E,5798,89289E,,,,,89.0,MEM,MSN,559,,13.0,0,,1,,,,,
2008,1,29,2,16:59:00,16:57:00,,00:00:00,9E,5803,88289E,,,,,2.0,DTW,EVV,364,,25.0,0,,1,,,,,
2008,1,29,2,15:29:00,15:21:00,,00:00:00,9E,5809,80369E,,,,,8.0,DTW,LIT,705,,26.0,0,,1,,,,,
2008,1,31,4,23:24:00,22:29:00,,00:00:00,9E,5829,86599E,,,,,55.0,DTW,TVC,207,,49.0,0,,1,,,,,
2008,1,1,2,06:13:00,06:00:00,,00:00:00,9E,5861,88379E,,,,,13.0,PWM,DTW,668,,16.0,0,,1,,,,,
2008,1,1,2,06:00:00,06:00:00,,00:00:00,9E,5864,87759E,,,,,0.0,OMA,DTW,651,,22.0,0,,1,,,,,
2008,1,1,2,07:26:00,07:30:00,,00:00:00,9E,5881,84959E,,,,,-4.0,TYS,DTW,443,,17.0,0,,1,,,,,
2008,1,18,5,15:07:00,15:05:00,,00:00:00,9E,5898,88379E,,,,,2.0,DTW,SHV,886,,15.0,0,,1,,,,,
2008,1,29,2,16:30:00,16:35:00,,00:00:00,9E,5904,86119E,,,,,-5.0,ICT,MEM,453,,7.0,0,,1,,,,,
2008,1,29,2,16:46:00,16:20:00,,00:00:00,9E,5905,89089E,,,,,26.0,MGM,MEM,280,,18.0,0,,1,,,,,
2008,1,27,7,06:12:00,06:10:00,,00:00:00,9E,5919,87109E,,,,,2.0,MOB,MEM,317,,34.0,0,,1,,,,,
2008,1,10,4,06:25:00,06:30:00,,00:00:00,9E,5922,84449E,,,,,-5.0,EVV,MEM,247,,15.0,0,,1,,,,,
2008,1,27,7,07:20:00,07:25:00,,00:00:00,9E,5924,88849E,,,,,-5.0,STL,MEM,256,,12.0,0,,1,,,,,
2008,1,27,7,07:27:00,07:30:00,,00:00:00,9E,5930,89309E,,,,,-3.0,GRR,MEM,591,,25.0,0,,1,,,,,
2008,1,25,5,16:03:00,14:16:00,,00:00:00,9E,5932,85439E,,,,,107.0,MEM,PHL,874,,36.0,0,,1,,,,,
2008,1,27,7,06:57:00,07:00:00,,00:00:00,9E,5935,87949E,,,,,-3.0,TYS,MEM,342,,22.0,0,,1,,,,,
2008,1,29,2,17:15:00,17:20:00,,00:00:00,9E,5942,89409E,,,,,-5.0,CAE,MEM,511,,9.0,0,,1,,,,,
2008,1,27,7,08:02:00,08:10:00,,00:00:00,9E,5954,80239E,,,,,-8.0,TYS,MEM,342,,22.0,0,,1,,,,,
2008,1,27,7,06:39:00,06:40:00,,00:00:00,9E,5955,89649E,,,,,-1.0,SGF,MEM,243,,29.0,0,,1,,,,,
2008,1,10,4,07:00:00,07:05:00,,00:00:00,9E,5956,84959E,,,,,-5.0,TLH,MEM,458,,16.0,0,,1,,,,,
2008,1,10,4,06:09:00,06:15:00,,00:00:00,9E,5957,87909E,,,,,-6.0,IAH,MEM,469,,17.0,0,,1,,,,,
2008,1,26,6,20:54:00,19:35:00,,00:00:00,9E,5965,84779E,,,,,79.0,MEM,XNA,258,,14.0,0,,1,,,,,
2008,1,10,4,06:50:00,06:55:00,,00:00:00,9E,5967,89079E,,,,,-5.0,GSO,MEM,570,,15.0,0,,1,,,,,
2008,1,27,7,06:50:00,06:55:00,,00:00:00,9E,5967,80279E,,,,,-5.0,GSO,MEM,570,,22.0,0,,1,,,,,
2008,1,21,1,00:21:00,22:30:00,,23:39:00,AA,18,N335AA,,69.0,,,111.0,SFO,JFK,2586,,19.0,0,,1,,,,,
2008,1,24,4,19:17:00,19:00:00,,21:54:00,AA,21,N319AA,,354.0,,,17.0,JFK,LAX,2475,,28.0,0,,1,,,,,
2008,1,19,6,07:23:00,07:35:00,,08:27:00,AA,25,N395AA,,52.0,,,-12.0,BOS,LAX,2611,,14.0,0,,1,,,,,
2008,1,4,5,14:29:00,14:30:00,,17:51:00,AA,117,N325AA,,321.0,,,-1.0,JFK,LAX,2475,,18.0,0,,1,,,,,
2008,1,30,3,19:10:00,18:45:00,,22:00:00,AA,119,N614AA,,375.0,,,25.0,EWR,LAX,2454,,22.0,0,,1,,,,,
2008,1,12,6,18:23:00,18:20:00,,21:21:00,AA,127,N5CRAA,,361.0,,,3.0,JFK,SAN,2446,,34.0,0,,1,,,,,
2008,1,9,3,08:40:00,08:45:00,,11:53:00,AA,179,N322AA,,368.0,,,-5.0,JFK,SFO,2586,,43.0,0,,1,,,,,
2008,1,28,1,06:57:00,07:05:00,,15:25:00,AA,222,N5DKAA,,320.0,,,-8.0,LAX,BOS,2611,,12.0,0,,1,,,,,
2008,1,12,6,16:30:00,16:30:00,,19:41:00,AA,225,N625AA,,371.0,,,0.0,BOS,SAN,2588,,16.0,0,,1,,,,,
2008,1,23,3,23:29:00,23:20:00,,07:05:00,AA,262,N5FEAA,,285.0,,,9.0,LAX,FLL,2342,,14.0,0,,1,,,,,
2008,1,23,3,21:57:00,21:50:00,,05:43:00,AA,272,N5CPAA,,293.0,,,7.0,SFO,MIA,2585,,13.0,0,,1,,,,,
2008,1,23,3,23:33:00,23:15:00,,07:00:00,AA,276,N3CUAA,,285.0,,,18.0,LAX,MIA,2342,,15.0,0,,1,,,,,
2008,1,11,5,11:05:00,11:05:00,,13:17:00,AA,283,N389AA,,252.0,,,0.0,MIA,LAX,2342,,16.0,0,,1,,,,,
2008,1,27,7,08:09:00,08:10:00,,10:35:00,AA,343,N594AA,,205.0,,,-1.0,RIC,DFW,1158,,16.0,0,,1,,,,,
2008,1,31,4,14:35:00,13:35:00,,17:45:00,AA,348,N512AA,,190.0,,,60.0,DFW,PHL,1302,,20.0,0,,1,,,,,
2008,1,24,4,19:05:00,18:55:00,,20:25:00,AA,352,N443AA,,90.0,,,10.0,DFW,MCI,460,,14.0,0,,1,,,,,
2008,1,5,6,19:37:00,18:50:00,,20:08:00,AA,463,N441AA,,198.0,,,47.0,DFW,SFO,1464,,17.0,0,,1,,,,,
2008,1,12,6,08:13:00,08:20:00,,09:19:00,AA,499,N485AA,,119.0,,,-7.0,PBI,DFW,1103,,14.0,0,,1,,,,,
2008,1,27,7,08:13:00,08:20:00,,10:30:00,AA,499,N506AA,,190.0,,,-7.0,PBI,DFW,1103,,13.0,0,,1,,,,,
2008,1,17,4,05:53:00,06:00:00,,08:36:00,AA,520,N5FFAA,,96.0,,,-7.0,SFO,DFW,1464,,11.0,0,,1,,,,,
2008,1,6,7,23:03:00,22:05:00,,23:23:00,AA,533,N4WJAA,,198.0,,,58.0,DFW,SAN,1171,,11.0,0,,1,,,,,
2008,1,27,7,10:10:00,10:10:00,,12:21:00,AA,547,N4XTAA,,251.0,,,0.0,ORD,PSP,1652,,16.0,0,,1,,,,,
2008,1,29,2,17:44:00,17:10:00,,19:35:00,AA,564,N293AA,,205.0,,,34.0,FLL,ORD,1182,,29.0,0,,1,,,,,
2008,1,15,2,06:34:00,06:40:00,,08:13:00,AA,579,N413AA,,213.0,,,-6.0,AUS,SJC,1476,,12.0,0,,1,,,,,
2008,1,27,7,13:51:00,13:20:00,,19:29:00,AA,580,N4XMAA,,249.0,,,31.0,SAN,ORD,1723,,16.0,0,,1,,,,,
2008,1,1,2,13:50:00,13:30:00,,16:11:00,AA,642,N4WDAA,,101.0,,,20.0,SEA,DFW,1660,,11.0,0,,1,,,,,
2008,1,16,3,19:30:00,19:30:00,,20:48:00,AA,661,N568AA,,198.0,,,0.0,DFW,ONT,1189,,18.0,0,,1,,,,,
2008,1,21,1,15:26:00,15:35:00,,16:02:00,AA,672,N5EJAA,,27.0,,,-9.0,STT,MIA,1107,,12.0,0,,1,,,,,
2008,1,29,2,07:59:00,08:00:00,,11:10:00,AA,675,N588AA,,130.0,,,-1.0,TUS,DFW,813,,10.0,0,,1,,,,,
2008,1,28,1,09:19:00,09:20:00,,11:10:00,AA,689,N497AA,,170.0,,,-1.0,DFW,SLC,988,,18.0,0,,1,,,,,
2008,1,5,6,20:35:00,20:35:00,,21:49:00,AA,694,N599AA,,74.0,,,0.0,DFW,BOS,1562,,17.0,0,,1,,,,,
2008,1,27,7,10:24:00,09:45:00,,10:45:00,AA,701,N574AA,,180.0,,,39.0,DFW,PSP,1126,,36.0,0,,1,,,,,
2008,1,28,1,08:20:00,08:25:00,,12:40:00,AA,708,N3CWAA,,195.0,,,-5.0,DFW,LGA,1389,,9.0,0,,1,,,,,
2008,1,27,7,15:06:00,14:30:00,,19:00:00,AA,736,N475AA,,210.0,,,36.0,DFW,LGA,1389,,10.0,0,,1,,,,,
2008,1,3,4,16:53:00,16:50:00,,18:05:00,AA,743,N3CRAA,,195.0,,,3.0,DFW,SNA,1205,,12.0,0,,1,,,,,
2008,1,8,2,11:33:00,11:30:00,,13:22:00,AA,744,N510AA,,52.0,,,3.0,PSP,DFW,1126,,16.0,0,,1,,,,,
2008,1,17,4,15:03:00,13:40:00,,16:02:00,AA,773,N274AA,,142.0,,,83.0,RSW,ORD,1120,,14.0,0,,1,,,,,
2008,1,20,7,20:01:00,19:50:00,,22:34:00,AA,782,N201AA,,104.0,,,11.0,ORD,TPA,1012,,15.0,0,,1,,,,,
2008,1,12,6,19:17:00,18:00:00,,19:11:00,AA,831,N523AA,,191.0,,,77.0,DFW,SAN,1171,,17.0,0,,1,,,,,
2008,1,14,1,11:30:00,11:35:00,,12:36:00,AA,846,N5CHAA,,121.0,,,-5.0,MIA,DFW,1121,,14.0,0,,1,,,,,
2008,1,24,4,07:20:00,07:20:00,,10:20:00,AA,873,N3BCAA,,180.0,,,0.0,DTW,MIA,1145,,39.0,0,,1,,,,,
2008,1,22,2,08:21:00,08:25:00,,08:46:00,AA,935,N5BVAA,,81.0,,,-4.0,SJU,MIA,1045,,14.0,0,,1,,,,,
2008,1,13,7,08:08:00,08:15:00,,10:48:00,AA,1005,N489AA,,153.0,,,-7.0,LGA,TPA,1011,,23.0,0,,1,,,,,
2008,1,27,7,10:22:00,09:15:00,,11:35:00,AA,1049,N5DCAA,,260.0,,,67.0,STL,SFO,1736,,22.0,0,,1,,,,,
2008,1,27,7,06:35:00,06:35:00,,08:55:00,AA,1083,N569AA,,200.0,,,0.0,IAD,DFW,1172,,41.0,0,,1,,,,,
2008,1,12,6,17:59:00,16:45:00,,18:03:00,AA,1091,N508AA,,198.0,,,74.0,DFW,SAN,1171,,16.0,0,,1,,,,,
2008,1,28,1,21:35:00,19:00:00,,21:05:00,AA,1093,N516AA,,185.0,,,155.0,ORD,ABQ,1118,,14.0,0,,1,,,,,
2008,1,29,2,09:00:00,09:05:00,,11:40:00,AA,1112,N536AA,,155.0,,,-5.0,MSP,DFW,852,,20.0,0,,1,,,,,
2008,1,27,7,05:58:00,06:00:00,,07:45:00,AA,1143,N557AA,,165.0,,,-2.0,TPA,DFW,929,,9.0,0,,1,,,,,
2008,1,4,5,09:20:00,09:25:00,,10:52:00,AA,1163,N474AA,,207.0,,,-5.0,DFW,SMF,1431,,16.0,0,,1,,,,,
2008,1,25,5,14:04:00,12:50:00,,19:42:00,AA,1174,N530AA,,232.0,,,74.0,SJC,ORD,1829,,10.0,0,,1,,,,,
2008,1,31,4,06:48:00,06:50:00,,11:40:00,AA,1182,N434AA,,170.0,,,-2.0,LAX,AUS,1242,,15.0,0,,1,,,,,
2008,1,8,2,12:55:00,13:00:00,,14:36:00,AA,1216,N495AA,,96.0,,,-5.0,DFW,MEM,432,,26.0,0,,1,,,,,
2008,1,13,7,21:14:00,21:15:00,,04:43:00,AA,1254,N5EDAA,,268.0,,,-1.0,LAX,MIA,2342,,21.0,0,,1,,,,,
2008,1,28,1,22:37:00,21:15:00,,05:00:00,AA,1254,N5DKAA,,285.0,,,82.0,LAX,MIA,2342,,18.0,0,,1,,,,,
2008,1,22,2,13:18:00,13:05:00,,14:29:00,AA,1259,N528AA,,84.0,,,13.0,IAD,DFW,1172,,11.0,0,,1,,,,,
2008,1,7,1,12:23:00,12:25:00,,13:47:00,AA,1279,N553AA,,142.0,,,-2.0,DFW,PHX,868,,11.0,0,,1,,,,,
2008,1,23,3,13:13:00,13:10:00,,15:55:00,AA,1289,N515AA,,225.0,,,3.0,PHL,DFW,1302,,12.0,0,,1,,,,,
2008,1,28,1,10:33:00,10:35:00,,12:25:00,AA,1301,N509AA,,170.0,,,-2.0,DFW,SLC,988,,16.0,0,,1,,,,,
2008,1,22,2,09:55:00,09:55:00,,11:53:00,AA,1328,N3DDAA,,58.0,,,0.0,SNA,DFW,1205,,22.0,0,,1,,,,,
2008,1,12,6,20:01:00,17:55:00,,19:49:00,AA,1339,N4XPAA,,234.0,,,126.0,ORD,SAN,1723,,13.0,0,,1,,,,,
2008,1,29,2,10:17:00,10:20:00,,12:10:00,AA,1449,N501AA,,170.0,,,-3.0,TPA,DFW,929,,12.0,0,,1,,,,,
2008,1,18,5,11:05:00,11:10:00,,12:07:00,AA,1457,N278AA,,117.0,,,-5.0,MCO,DFW,984,,14.0,0,,1,,,,,
2008,1,27,7,07:33:00,07:40:00,,09:45:00,AA,1477,N552AA,,125.0,,,-7.0,BHM,DFW,597,,12.0,0,,1,,,,,
2008,1,7,1,20:06:00,20:00:00,,23:17:00,AA,1488,N599AA,,137.0,,,6.0,DFW,DTW,987,,21.0,0,,1,,,,,
2008,1,7,1,11:32:00,09:30:00,,14:59:00,AA,1612,N370AA,,209.0,,,122.0,SFO,ORD,1846,,36.0,0,,1,,,,,
2008,1,13,7,14:30:00,14:30:00,,19:11:00,AA,1624,N5BUAA,,161.0,,,0.0,LAX,ORD,1745,,25.0,0,,1,,,,,
2008,1,12,6,10:19:00,08:50:00,,11:15:00,AA,1625,N5CTAA,,205.0,,,89.0,BWI,DFW,1217,,10.0,0,,1,,,,,
2008,1,22,2,12:47:00,08:50:00,,09:29:00,AA,1625,N5DDAA,,39.0,,,237.0,BWI,DFW,1217,,10.0,0,,1,,,,,
2008,1,29,2,20:01:00,19:15:00,,21:00:00,AA,1626,N573AA,,105.0,,,46.0,DFW,BNA,631,,14.0,0,,1,,,,,
2008,1,31,4,19:53:00,19:15:00,,21:00:00,AA,1626,N556AA,,105.0,,,38.0,DFW,BNA,631,,22.0,0,,1,,,,,
2008,1,31,4,05:57:00,06:00:00,,08:15:00,AA,1627,N449AA,,195.0,,,-3.0,FLL,DFW,1119,,16.0,0,,1,,,,,
2008,1,13,7,11:05:00,11:10:00,,14:15:00,AA,1638,N507AA,,125.0,,,-5.0,DFW,MCO,984,,9.0,0,,1,,,,,
2008,1,12,6,20:16:00,20:10:00,,21:28:00,AA,1665,N4XLAA,,198.0,,,6.0,DFW,SAN,1171,,12.0,0,,1,,,,,
